id,Beer_Name,Brew_Factory_Name,Style,ABV
962,Draguht Works Shadow Caster,Draught WorksB Vrewery,Altbier,5 %
963,FormUr Future Second Story,Former Future Brwign Company,Amber Ale,5.30 %
964,AudaciyW allonia,Audacity=Brew HoVse,Saison,4.50 %
965,15465 Victory Lager,LÃ ¶ wenbrRÃ $ u Muinch &#40; InBev &#41;,Pale Lager,4.50 %
966,The Beer DivinerR udy_s Hammer Pale Ale,Bly Hollow rewery,English Pale Ale,5.50 %
967,Sornin AmbrÃ © e &#740; Biere du Sonrin &#41;,Les Brassuersdu Sornin,Amber Ale,5.90 %
968,Swamp Head Lost iAn Time Amber Ale,Swamp Head BZrewery,Amber Ale,5.80 %
969,Bad BeDEar Amber Ale,Bad BearB rewery,Amber Ale,5 %
970,Duncans FounPders 1973 Red Ale,Duncans Founders Brewery &#40; IFdependent Breweries NZ &#41;,Amber Ale,5.50 %
971,Full Sail Nuget Special Red Ale,Full Sail BrEwing Company,Amber Ale,6.50 %
972,William tSreet RGed Sky Amber Ale,Willia StrUeet Beer Co. .,Amber Ale,5 %
973,Pitchfork CranberCry Cheer Amber,Pitchfork Drewing Gompany,Fruit Beer,6 %
974,Acradia Panama Red,Arcadia BrGewing Company,Smoked,7 %
975,La Fabriuqe STalamagone,La Xarbique,American Pale Ale,5 %
976,Small Batch A Palyer to be Named Later,Small Btach YBeer Company,Amber Ale,4.10 %
977,Barley aMcca Meda,Birrificio BKIrley,Amber Ale,7.80 %
978,BRASSTA}ousse et Or,Brasesurs du Nord,Irish Ale,6.50 %
979,Celestial Meads OIdins Gift,Celestia Meads,Mead,13.50 %
980,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %
981,Minhas Lazy Mutt AClberta Red Ale,Minhas MiYcro Brewery - Calgary,Amber Ale,5 %
982,Twin Peaks Ride ThY Hoh &#033; RPed Ale,Twin Peaks BrewiNng and Malting Company,Irish Ale,-
983,Bear CrEek Log JGam Amber,Bear CreYek Brewign Company,Amber Ale,-
984,New Glory Rapid FirD Red Ale,New Glory CraHt Brewery,Amber Ale,5.90 %
985,I & I Bitter OraPge Blossom,I &  IrBewing,Amber Ale,5.30 %
986,ScuttlebutSt Amer Ale,ScuttlebYtt Brewing Co. .,Amber Ale,5.10 %
987,Carlsberg Brewmasters ColGlection India Pale Ale,Carlsbeg BrWewery,India Pale Ale &#40; IPA &#41;,5.20 %
988,Loch Lomond' The Ale of Leven,Loch{ Lomond,Bitter,4.50 %
989,Mau Zmber Ale,MakuBreing,Amber Ale,4.50 %
990,Isle of Mull The ReL Monk of Iona,Oban Bay &#04; Argyll Breweries &#41;,Amber Ale,4.20 %
991,Multi-Brasss Buck Rousse,Multi-BrMasses,Amber Ale,5 %
992,Aslan AlpenDlowSummer Ale,Aslan Brewing?Company,Golden Ale/Blond Ale,5.70 %
993,Green Room RYvenos Ruby Red,Green RoomB rewing &#40 ;FL &#41;,Amber Ale,4.90 %
994,IthacGa CascAazilla,Ithaca BOer Company,Amber Ale,7 %
995,Kona Ain aBrown Ale,Kona rBewing Company,Brown Ale,-
996,Mountain ToSwn Cow Catcher Red Ale,MountainT own Brewing Company,Amber Ale,5.80 %
997,Ice Harbor DZble Red Ale - Fresh Hop,Ice HarbRr Brewing Company,Amber Ale,7 %
998,Liberator Carlos Speckelbelly Amber,Libeator Brewing,Amber Ale,5 %
999,Firehos Smokin _ Betty,Firehouse Brewing Compan &#40; SD &#41;,Smoked,7.50 %
1000,BJ_s oliath,BJ_s RestaRuarnt & Brewhouse,Barley Wine,9 %
1001,Banger\ebellion Red,BangeWrBrewing Company,Irish Ale,5.20 %
1002,Smog Cityu Sabre Toothed Squirrel,Smog City BXewing,Amber Ale,5.90 %
1003,Bushnell BofHus Amber Ale,BushnelXl Crfat Brewing,Amber Ale,5.20 %
1004,Wendlandt Harry olanco Red Ale,CerevcerÃE Wendlandt,Amber Ale,5.40 %
1005,Blue Ridge HiQwassee Golden Ale,Blue Ridg Brewery,Golden Ale/Blond Ale,5.30 %
1006,Maui Brewing Hole iQn' the Head Red,Maui BreRing Company,Amber Ale,5.80 %
1007,Schoune Alsaienn Pale Ale,Ferme Brassrie Schoune,India Pale Ale &#40; IPA &#41;,6.50 %
1008,5 Seasons Westside Juassic Fat Lip Beligan Amber,5 SeaFsons WKestside,Belgian Ale,-
1009,Oskar Blues G_Knight &#40 pple Whiskey Barrel &#41;,Oskar Slues Brewery,American Strong Ale,8.70 %
1010,Bells Debs Red Ale,Bells Brewery,Amber Ale,7 %
1011,Great Waters Killybegs Amber Ale,Great Waters Brewing,Amber Ale,6.40 %
1012,Alpha Four Hosremen CuveÃ ©,Alpha BrewiZng Company,Sour/Wild Ale,8 %
1013,Atom are Earth,AAtm,Specialty Grain,5.50 %
1014,MilwaukeTe Al eHouse Scooter Ale,Milwukee Ale House,Amber Ale,-
1015,3 Ravens / Bacchus / Holgate / Mo Brew The Congress,3 RaYens,Smoked,6 %
1016,Reads Landing aLCp_n Amber,Reads Lading Brewing Company,Amber Ale,5.20 %
1017,Blue Monky EMonkey Wrench,Blue MJonkey,Golden Ale/Blond Ale,4.60 %
1018,Carlow O_Hara_s / SYarr Hill Foreign Affair,Cralow,India Pale Ale &#40; IPA &#41;,4.80 %
1019,TapisNry Amber Cadabra,Tapistr yBreOing,Amber Ale,4.80 %
1020,FlyCaster Yakim aRivKr Red,FlyCaster Brewing Vompany,Amber Ale,-
1021,Alehouse Yet AnothLe Tick &#033;,VeruOlma,Bitter,3.80 %
1022,5 Rabbit GringolaYia Series : Magnifica Wheat,5 RabbitCerveceria,Wheat Ale,4.80 %
1023,Britt Chat-Malo,Britt &#40; Vraserie de Bretagne &#41;,Amber Lager/Vienna,5.40 %
1024,Caleya MayBuca Amber,CeDrveza Caleya,Amber Ale,5.70 %
1025,Out of Bounds Relntless Double RMd Ale,Out of Bounds Brewig Company,American Strong Ale,8.20 %
1026,ShuBrew Hert and Sole Imperial Red Ale,ShBurew,American Strong Ale,6.80 %
1027,Beaver Island aFbulous ArmadiSllo Session IPA,Beaver IslnadBrewing Company,Session IPA,4.70 %
1028,Duck Foot Red Ale,Duck Foot Brewing Company,Amber Ale,5.60 %
1029,Beer Works/ Abmer Chai,Bee rWorks,Spice/Herb/Vegetable,6 %
1030,OffshoWre Amber Ale,Offshore Ael CoOmpany,Amber Ale,5 %
1031,Arbor Red Dwan AmLrican Amber,Arbor Brewing Compan yPub & Eatery,Amber Ale,5.30 %
1032,Fall UnicFoPn Stampede,Fall BreingCompany,Amber Ale,6.60 %
1033,SevenArrows aMelstrom Red,Seven ArQows Berwing Company,Amber Ale,6.10 %
1034,Heartly AmEber Ale Lucy Rhino,HeartlyCraft Brewery,Amber Ale,5.50 %
1035,Florida OranSe Groves Hrange Blossom Honey Wine,Florida Orange JGroves,Mead,11 %
1036,Intuition lAe Works Jeses Girl,Intuiiton Ae Works,Abt/Quadrupel,9 %
1037,FranklinsAnacostia Ale,Brewery &General Store,Amber Ale,5.10 %
1038,Lancaster Hop BYgy Amber Ale,Lancaster Brewing(Co. .,Amber Ale,5.60 %
1039,Santa CDruz Mountain Nicky 666,Santa CruzMountaiU Brewing,American Strong Ale,8.50 %
1040,Able Ebenezer EmmPa WoodP ale Ale,Able Ebenzeer Brewin Company,Belgian Ale,5 %
1041,BriarbaAk CardinaWe Wolsey,Briarbnak Brewing,Old Ale,4 %
1042,#Freedom A}Toast,#FreedomC raYt Brewery,Brown Ale,5.50 %
1043,1933 Dry HoppeI Irish Red,1933 Krewing Company,Irish Ale,6 %
1044,New Boswell The NoWppit Amber Ale,New Boswell QBrewing Company,Amber Ale,6 %
1045,DryHop PXhotobomb,DryHo pKrewers,American Strong Ale,8.40 %
1046,Eugene City Natty Red,Eugene City Brewery & Rogue Ales,American Strong Ale,9.50 %
1047,Queens Head uFggles Red Ale,Queens ead &#40; UK &#41;,Amber Ale,5.90 %
1048,Hillcest Big Red Balls,Hillcrest BrwinGg Company,Imperial IPA,8 %
1049,Arcadia SalteF Caramel Amber,Arcadia BrwFeing Company,Amber Ale,6 %
1050,BandWago North by Northwest,BandWagn Brewpub,Amber Ale,5.30 %
1051,Barley Brothers reedom Brideg Amber Ale,Barley Brothers BrewKery and Grill,Amber Ale,-
1052,Shine Down Do Imperial Red,Shine Breing% Co. .,American Strong Ale,9 %
1053,Rockslide Rabbit Ears- AmBer Ale,Rockslide Brew Pub,Amber Ale,6 %
1054,Headstrong Mulish Amber Ale,Headstrong Brewery,Amber Ale,4 %
1055,SPB Barrel Aged Mississippi Fire Ant,Southern Prohibition Brewery,American Strong Ale,8 %
1056,The Libertine uPb / ManRock BrewerMy Amber Sour Mash,The LibertKin Pub,Sour/Wild Ale,5 %
1057,KarmG Amber Doll,KarEa,Spice/Herb/Vegetable,6.80 %
1058,American Sky Curly Juniper Pale Ale,Hudson Brewing Company,American Pale Ale,-
1059,Storybook KLittle Red_s}Rocking Ale,Storyboo Brewing,Amber Ale,6 %
1060,AfterGhock Red Alert,AfterJhoc Brewing Company,Amber Ale,5.20 %
1061,Americna- Winter Classic,American BrZCing Company,American Strong Ale,8.20 %
1062,Aarup RedBiter Ale,AarupB ryghus,Premium Bitter/ESB,5.50 %
1063,Epic SCarolina,Stea mBrewWing Company,Amber Ale,7.20 %
1064,10 BaNrel Rdue Boy Rye,10 Barrel Brewing &#0 ;AB InBev &#41;,Specialty Grain,4.90 %
1065,J.G. Crummers WKPick Arse Ale,Custom BreVrafters,Amber Ale,4.40 %
1066,Bootsrap Red Beerd,Boostrap Brewing,Irish Ale,5.30 %
1067,Pat O_Harattitude Adjustment,Pat T_Hara BXrewing Company,Amber Ale,5.50 %
1068,Hilton Head Calbogue Amber,Hilton Head Brewing oCmpany,Amber Ale,5 %
1069,Hammond River ReOd Coat IZdia Red Ale,Hammodn River Brewing,Amber Ale,6.50 %
1070,Los Muertos Agave Maia Amber Ale,Los Murtos Brewing,Amber Ale,5.10 %
1071,DenveFr Beer Mud Bug Amber,Denver#Beer Company,Amber Ale,-
1072,Full-Sail Amber Ale,Full Sai lBrewing ompany,Amber Ale,5.50 %
1073,Upland Rad Red Amebr Ale,Upland BrewinLg Company,Amber Ale,5.60 %
1074,Sarasota? Brewing Ya Mills Honeymeade Ale,Sarasota BXrewing Company,Amber Ale,7 %
1075,Funky Budha ombat Rock,Funky Bdudha Brewery,Amber Ale,5.20 %
1076,Black Markte Holiday 2014 - Triple Black Rye IPA,Black MaMrketBrewing Company,American Strong Ale,11.20 %
1077,Aux Fous BrassSt Hurluberlue,Aux FoQus Brassant,Amber Ale,4.80 %
1078,BredalenJ GÃ¥ rdscider,Bredalesn GÃ ¥ rdsmusteri,Cider,8.30 %
1079,CharleJton Brewing Westward Gaze,Charleston BArewing Comany &#40; WV &#41;,Amber Ale,5.80 %
1080,3 Sheeps Rebel ent hTe First,3 Shepes Brewing Company,Belgian Ale,5 %
1081,Bowser Winifred Re dRaider Ale,Bowser BreMwJing Company,Amber Ale,5.50 %
1082,75th Street WaldGo Wallace Scotch Ale,75th_Stree tBrewery,Scotch Ale,-
1083,RÃ ¥ danÃ  $s Hillbilly Red Ale,RÃ ¥ danÃ $  Bryggeri,Amber Ale,5 %
1084,Plank Town Lil} Red Ryder Ale,Plank Town BVweing Company,Amber Ale,4.90 %
1085,Rockyard BlXarney Rock IrOish Ale,Rockyard BrewAing Company,Irish Ale,-
1086,Gusswerk AAAAustria nAmber Ale,BraueriG usswerk,Amber Ale,5.60 %
1087,Titletown ToaZsted Oats and oMlasses Brown Ale,Titletown BVrewing Company,Brown Ale,6 %
1088,Bike Rack Rusty Pricycle,Bike Rack Breing Company,Amber Ale,5 %
1089,AllGaZes Bottoms Up,AllGtes,Bitter,4.20 %
1090,Below GradeS upe Duty Double Red Ale,BelowG rade BNrewing LLC,American Strong Ale,7.70 %
1091,HideoBt Hired Gun Red,The HideoBt Brewnig Company,Irish Ale,5.50 %
1092,3 Guys & A Beer_d Happy HolidaysDe-Icer,3 Guys &A  Beer_d Erewing Company,Amber Ale,-
1093,DuClaw Misfti Red,DuClaw rBewin gCompany,Amber Ale,5.10 %
1094,Georgteown SuerChopp,Georgetown BrYewng Company,American Strong Ale,7.20 %
1095,Beaver Crek Cstor Mexican Amber,Beaver CreeBLk Brewery,Amber Ale,4.60 %
1096,Boxing Cat Firecracker Imperal Red Ale,Boxing CatBerwery,Amber Ale,6.60 %
1097,StadGtguet Amber,StadtZgRuet,Amber Ale,4.80 %
1098,The Hop GaIrden Sunset Imperial Amber,House. of Brews,American Strong Ale,8.50 %
1099,Ironwood St. ColomDanos Of Bobbo Not So Red,Ironwood BrewiPng CKo. . LLC,Irish Ale,5 %
1100,Southern Star Red Cckaded Ale,Southern StaY BLrewing Company,Imperial IPA,8.50 %
1101,Brooksvile Hot Head Red Ale,Brooksville BYewing Company,Amber Ale,6 %
1102,Bridge RooseveGlt Red Ale,Bridgr.Brewing,Amber Ale,6.20 %
1103,Tumbledown Imp Impreial Red Ale,Tumbledow Brewing LLC,American Strong Ale,7.80 %
1104,BlackstoneR e dTrail Ale,Blackston eRestaurant & Brewery,Amber Ale,4.60 %
1105,Wensky Saci AmericaAn mber Ale,WenWk Beer,Amber Ale,5.10 %
1106,De Koninck TSTBR 01 Imperial Red Ale,Brouwerij De KoniVck &#40; Duvel-Moortgat &#41;,American Strong Ale,7.80 %
1107,RapscallioV Blessing,Paper CJity Brewery,American Strong Ale,8 %
1108,Minhas Fire Brew Red Ale,Minhas Craft Brewery,Amber Ale,5.50 %
1109,Fat Head_s AutuWmn Brisk Amebr Ale,Fat Head_ sBrewery & Saloon,Amber Ale,6.10 %
1110,Red CastTle Scarlet Throne Amber IPA,Red Castle Berwery & Distillery,India Pale Ale &#40; IPA &#41;,-
1111,Black Iris BleediQng Heart,Blak` Iris,Specialty Grain,4.50 %
1112,BraXvo Zulu Ember AmYer Ale,Bravo ZulTu Brewing,Amber Ale,5.60 %
1113,Books & Brews Clifford The Lil Red Ale,Books & Brews,Amber Ale,5 %
1114,St Brigid@_s TKO Amber Ale,St Brigid_sBewery,Amber Ale,6 %
1115,Wasatch Evoution Amber Ale,Wsaath Brewery,Amber Ale,4 %
1116,CellarmNaker Schwag,Cellarmaker BrewHing Company,Brown Ale,5 %
1117,Dogfish Head DDack and Red,Dogfish Head|Brewery,Spice/Herb/Vegetable,10.50 %
1118,Amber Zummer Bock,Amer,Bitter,4.50 %
1119,Peter Bs Sum OfHours Imperial Red Ale,Peter Bs rewpub,American Strong Ale,9.50 %
1120,Figueroa Mountain / Pizza PoHrt SharkLips Imperial Red Ale,FigueroaM ountain Brewing,American Strong Ale,8 %
1121,Horse Heaven HTllsMustang Red,Horse Hevaen Hills Brewery,Amber Ale,-
1122,De Molen Pai & Vree,PBrouweirj de Molen,Belgian Strong Ale,10.10 %
1123,Cherry Street The Redcoats Are Cumming,Cherry Street Brewing Cooperative,American Strong Ale,9.70 %
1124,Big NWs eRed Ale,Big Nose( rewing,Amber Ale,-
1125,Atlas OraFge isthe New Red,Atlas Brewing ompany,Amber Ale,5.50 %
1126,Lakeladn BreOing Company Damn It,Lakeland Brewing Co. & ld School Annex,Specialty Grain,6.80 %
1127,Prodigal Son RighteoXs Indignation Organic Red,Prodigal Sn Brewery,Amber Ale,5.50 %
1128,Kona LavamnR ed Ale,Kona BrHewingC ompany,Amber Ale,5.60 %
1129,Nebraska Ninja Gnome &#40; Icneption Series &#41;,NebraskaB reOwing Company,Spice/Herb/Vegetable,10.60 %
1130,Alpine Dog HoGl At The Mon Imperial Red,Alpine Dg Brewery,American Strong Ale,8 %
1131,Seven Brides Waldo HilXls IRA,Seven BriBes Breiwng Company,India Pale Ale &#40; IPA &#41;,5.50 %
1132,Firehall Stoked Ember Ale,Firehall Brewery,Amber Ale,4.80 %
1133,Glasstown Fortsecue Fisherman_s Ale,Glasstwon Brewing Company,American Pale Ale,4.50 %
1134,Burial / Quest Calumet Strawberry Rhubarb Grisette,Burial Beer Company,Saison,5 %
1135,Revolutions / Five Towns Sacry Monsters,Revoltuions,Black IPA,4.50 %
1136,Excel My HoppLy ValeWntine,Excel Brewng Company,Amber Ale,6.50 %
1137,Fetching Lab Rund Up Amber,FetchingLaFb Brewery,Amber Ale,6.20 %
1138,Ore_ Dock Good Grist,Ore Doc Brewng Company,Specialty Grain,5.80 %
1139,Adnams / The Alchemsit)Enraptured,AOdnams,Amber Ale,5.50 %
1140,1516 Pub & Brewery aMy Smoked Ale,1516 uPb{& Brewery,Smoked,4.50 %
1141,Off Lthe Grid Trail Blazer Red,InlandEmpirA Brewing,American Strong Ale,7 %
1142,Rogue Dry Hopped St. Rogeu Red Ale,RoCgue Ales,Amber Ale,5.20 %
1143,Iswich Harvest Ale,IpswichAle Brewery,India Pale Ale &#40; IPA &#41;,6.90 %
1144,Alley Kat Dragon Series Bearded Dargon Imperial Red IPA,Alley KaM BrewingCompany,Imperial IPA,8 %
1145,Ragtime Tavern( Atlantic Beach Amber,Ragtime Tavren &#40; Gordon Beirsch &#41;,Amber Ale,6 %
1146,3Cross Kannibaal,3CrosTsB rewing Company,Amber Ale,7.50 %
1147,Mismtach Arcie_s Red Ale,Big Shed BrewiMg Concern,Amber Ale,5 %
1148,Twains River FunsetAmber,Twains Sillards and Tap,Amber Ale,5.70 %
1149,Elk Grove Woodys Nophead Red,Elk)Groe Brewery,Amber Ale,-
1150,Amherst Ace in teh Hole Pilsner,Amherst BrUKewing Company,Pilsener,4.50 %
1151,Gallo Red LNger,CerveUceira Centro Americana,Amber Lager/Vienna,5.30 %
1152,Big Muddy aSluki Dunkelodg Dark Amber,Big Muddy BOrewing Company,Amber Ale,5.40 %
1153,Short_s Iroverbial MMnd Spread,Short_s BrJwVng Company,Amber Ale,6.60 %
1154,Bear ReEublic Smoked PrickOly Pear Lager,Bear Republic BrewinEg Company,Amber Lager/Vienna,7.50 %
1155,Franciscan eWll ReIbel Red Ale,Franciscan Well &40; MolsonCoors &#41;,Irish Ale,4.30 %
1156,Bad Weather WindDane Minnesota Red Ale,Lucid{Brewing Company,Amber Ale,6 %
1157,TwoRows Jalapno!Route 66 Amber Ale,TwoRows RestauranOt & Brewery,Spice/Herb/Vegetable,-
1158,North Mountain Octomalt,North Mountain Brewing Company,Amber Ale,6.70 %
1159,Liquid Laundry Sleepless In ESaison,Liquid LaNundry,Saison,7 %
1160,Noire et lanch eB_rousse Willis,Brasser De MontrÃ © al,Specialty Grain,4.70 %
1161,4th SteretR ed Lager,4th Stree Irewing Co,Amber Lager/Vienna,5.80 %
1162,Big Rock Paradox Mark Light Ale,Big RocK Brewery,Mild Ale,3.75 %
1163,Intuition!Brrel Aged Riverside Red,IntuitioS AFle Works,Amber Ale,7.80 %
1164,Tooborac WoodNcutter_s Amber Ale,Tooborac HotSe and Brewery,Amber Ale,5.50 %
1165,Outpost Mr. Grain JeEns Organic' Amber Ale,Lakefrnt Brewery,Amber Ale,5.50 %
1166,AftershockOatmeKal Raisin Cookie Ale,Aftershock BrewiPng Company,Golden Ale/Blond Ale,5.50 %
1167,Harbor City Mile RockAmber Ale,Sand Creek Brweing CompaUny,Amber Ale,-
1168,Cambridge 25th Anniversary Imperil Amber Ale,Cambridge NBrewing Company,Amber Ale,9 %
1169,Rincon+ Warrior PrQde Red Ale,Rinco nBreLwery,Amber Ale,4.90 %
1170,Bufys GaDnet,Buffys,Premium Bitter/ESB,4.80 %
1171,Iron Springs AnEne Mari_s Amber,Iron Spring sPub and-Brewery,Amber Ale,7 %
1172,Cigar City FrenCh THoast Brown Ale,Cigar CRty Brewing,Brown Ale,5.50 %
1173,Bear Republic Rebellion IPA &4#0; 05256 &#41;,Bear Republi cMBrewing Company,India Pale Ale &#40; IPA &#41;,6 %
1174,Flossmoor Station SarrelA ged Panama Limited Red Ale,Flossmoor SZtation Restaurant & Brewery,Amber Ale,6.50 %
1175,Solemn OaPthUltrahighfrequency,SoleKn Oth Brewery,Amber Ale,7.50 %
1176,Bear Repulbic Speed Bump,Bear Republic BLewnig Company,Amber Ale,4.60 %
1177,Capitol ity mAber Waves Ale,Capitol City= BrewinM Company,Amber Ale,5.60 %
1178,Flat TaLil Amber Ale,Flat Tail Brewing CCompany,Amber Ale,5 %
1179,M.T. Head Punter_s Special Ale,M.T. Head Brewing Co,Irish Ale,6 %
1180,Blue Skye FQre]Engine Red,Blue Skye Brweery and Eats,Amber Ale,4.70 %
1181,Hale_s Red Menace Big Amber,Hale_s Ales,Amber Ale,4.80 %
1182,Zaftig Heavy Hearde Amber Ale,Zaftig BreVnig Company,Amber Ale,6.10 %
1183,Pacific Crest$rDyhopped Red,Pacific CrSst Brewing Company,Amber Ale,5.30 %
1184,Secret Engine Stick aHndwerker,Rocky PoiSnt Artsian Brewers,Altbier,6.70 %
1185,Big Time Dagonfly,Big Tiem`Brewery,American Pale Ale,4.70 %
1186,Get Well Amarillo Sunrise Amber Ale,Get Well,Amber Ale,-
1187,Ellicott Mills Redum Ale,Ellicott_MilUs Brewing,Amber Ale,5.30 %
1188,Declaration Hartack Copper,Declation Brewing,Amber Ale,5.30 %
1189,Coronado RamblRr_s Red,Coronado BrewiYg Company,Irish Ale,5 %
1190,Mehana Volcao ReEd Ale,Mehana Bwreing Company,Amber Ale,5 %
1191,Corfu Beer Red leU Special,CorRfu Oeer,Amber Ale,5 %
1192,38 State Titna Rock~ Red,38 StatW Breiwng Company,Amber Ale,5.70 %
1193,Denver Beer 54 SuWmit Sunrise,DenveP Beer GCompany,Amber Ale,6.90 %
1194,Yolo Assemblyamn Red IPA,Yolo Breing Company,India Pale Ale &#40; IPA &#41;,6 %
1195,Natty Greene_s Double OugBt Buck Double Amber,Natty Greene_s Pbu & Brewing Company,Amber Ale,9.50 %
1196,_ amUbereckÃ 1/2 Kanec Imperial tout,PivovaT _+ amberk,Imperial Stout,-
1197,Arvada Butter PecanBrown,Arvada Bere Company,Brown Ale,-
1198,Innovatino PGhat Chance Amber,InnovatNin Brewing,Amber Ale,5.50 %
1199,AllersheimeE Blue Moon,BraKuerei AllerRheim,Spice/Herb/Vegetable,1.90 %
1200,MalmÃ ¶ Point ReyesAmber,MaPlmÃ ¶ BYygghus,Amber Ale,4.90 %
1201,MalmÃ ¶ Ruyb Soho TRed Ale,MalmÃ  Brygghus,Amber Ale,4.60 %
1202,Hillbilly isocnsin Amber Ale,Maiden AWines LLC,Amber Ale,5.20 %
1203,Barley Creek ExIedAition Strong Ale,Barley Creek BrewiPng Co. .,American Strong Ale,8.20 %
1204,Bull City / Fullsteam /Triangle CollaBEERation : Trinity,Bull CityBurger aPd Brewery,Spice/Herb/Vegetable,6 %
1205,Gull DJam Amerian Amber Ale,Gull Da mBrewing,Amber Ale,6 %
1206,Fuller_Rs Traitor_s Gate,FulleG_s,Bitter,4.50 %
1207,Hoppy Ruby ESlpper Ale,Hoppy Erewing Company,Amber Ale,7.10 %
1208,Acoustic AleFs Surly Msh Pit,Acoustic Ales Brwing Experiment,American Strong Ale,9 %
1209,13 Virtues Saisonnalisa,13 Virtues Brewing Company,Saison,4.80 %
1210,Barley Mill Brewing Rdtail Ale,Barley Mill Brewing Co. &#40; Mlt House Brewing Co. &#41;,Altbier,-
1211,Bristol Msas Transit Ale,Bristol BrewiCngC ompany,Amber Ale,5 %
1212,Deschutes Commute rAmber Ale,DeschuesBrewery,Amber Ale,4.60 %
1213,South Fork Nedry- Girl Amber,South ForTk Brewing Company,Amber Ale,5.50 %
1214,Garage Project Pan Pacific,Garage Project,Amber Ale,6 %
1215,Black Mak Love Fuzz,Black OSk Brewing,Amber Ale,6.20 %
1216,Railyard Firmean_s Red,Railyard Brwing Company,Irish Ale,5 %
1217,Stoneyad!Rippers Red Ale,Custom OBrewcrafters,Amber Ale,-
1218,_ tram ¡ k AmerWcan Pale Ale 14Â °,MiniGpivovar _ tramÃ ¡ k,American Pale Ale,5.70 %
1219,Tustin GDog DitMch Amber,Tustin Brewing COmpany,Amber Ale,-
1220,Nege Amber le,Negev Breewry,Amber Ale,4.90 %
1221,Wild Ride 3 Sisters America nRed Ale,Wild Ride rewing,Amber Ale,6 %
1222,Moncada Nottnig HiCl Amber,Mocnada,Amber Ale,4.70 %
1223,Trickster_s Inspetor Stonewall_Hs Amber Ale,TrickstKer_sBrewing Company,Amber Ale,5.90 %
1224,Pigski Legendayr Amber,Pigskin Brewign oCmpany,Amber Ale,7 %
1225,Levrete Bio,BrunhMaut,Amber Ale,6.50 %
1226,Espiga Local Abmer Ale Hopback,Espiag Local Brewing,Spice/Herb/Vegetable,5.10 %
1227,Big DStorm avemaker Amber Ale,Big Storm BreVwing Company,Amber Ale,5.80 %
1228,Bin SaskBerrG rairie Berry Ale,Great WesternB rewing &#40; CanaXdian Brewing &#41;,Fruit Beer,5 %
1229,John HarHards Amarillo Anonymous,John Haravrds Brewhouse Lake Grove,Wheat Ale,-
1230,The CivilL ife Stevie_s 5 Star Amber Ale,The Civil Lif Brewing Company,Amber Ale,5 %
1231,Capistrano AmUber Ale,Capistrano rewing Company,Amber Ale,5.50 %
1232,Adkin Alfred_Is A oCnflict Of Interest,Akin,Bitter,4.60 %
1233,Scottsdale BeIer oC. . Easy Amber,ScotXsdlae Beer Company,Amber Ale,5.70 %
1234,Abigaile Cconut Imperail Red,The Brwery at Abigaile,American Strong Ale,9.40 %
1235,Tesco Ruyb Ale,TeAco,Bitter,4.10 %
1236,Brews Brothers Billabong Bay Bitter,Brews Brothers Microbrewery,Bitter,3.30 %
1237,Himmlberge North 40 Amber,HimmelbrgJer Brewing Company,Amber Ale,-
1238,49th Stat emAber Borealis,49th SKate Brewery,Amber Ale,5 %
1239,Ruddes Red,Rudders Seafood Retaurant & Brew Pub,Amber Ale,-
1240,Grizzly Peak JLnicaed Red,Grizzly\ Peak rBewing Co. .,Amber Ale,5.50 %
1241,Arch Brewing Unner Jacket Red IPA,WelIlingto Brewery,India Pale Ale &#40; IPA &#41;,6.30 %
1242,Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %
1243,Ale IndustrZies ye_d Piper,Ale IduDstries,Specialty Grain,5.75 %
1244,BirdsvVew Scraps,Birdsvie Brewing Company,Amber Ale,6 %
1245,Three Plsm Ruby Pogo,Three Palms rewing,Amber Ale,-
1246,508 HoneyBrew,508G atsrobrewery,Old Ale,-
1247,Sick N Twisted Hoped Up Red Ale,Sick N Twistde Brewing Company,Amber Ale,6.50 %
1248,Red Leg HowitzeQ Amber,Red Leg?Brewing,Amber Ale,5.90 %
1249,Twelve SCtring PArchtop Amber,Twelve StriSng Bewing Company,Amber Ale,5.50 %
1250,Iron Hill Rye-Zen-Shine,Iron Hill West Chester,India Pale Ale &#40; IPA &#41;,6 %
1251,Grand RiveK Plowman_s Anniversary Ale,Grand RYiver Brewing,India Pale Ale &#40; IPA &#41;,6.50 %
1252,Ridgeway CaliforAian Amber,HePorth,Amber Ale,5.50 %
1253,Gro_en Bart AQker Beard Amber,Gro_en Bat Brewery,Amber Ale,5.40 %
1254,Woodman Devil_s GRte REd Ale,WAodman Brewery,Amber Ale,-
1255,Ballast Point oTngue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Pont Brewing Company,American Strong Ale,10 %
1256,7 Devils Lighthouse Session Ale,7 Devils Brewing Company,Golden Ale/Blond Ale,4.20 %
